,Unnamed: 0,Unnamed: 0.1,Incident Address Display,Borough,Community Board,Police Precinct,City Council District,Created Date,Status,Resolution Action,Closed Date,X Coordinate,Y Coordinate,full_address,geocode,lat,lng
373,73,6828,307 7 AVENUE,MANHATTAN,05 MANHATTAN,Precinct 13,3.0,06/24/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,986019.0,211381.0,"307 7 AVENUE, NEW YORK, NEW YORK","(40.7469016, -73.9934306)",40.7469016,-73.9934306
374,74,6841,306 FT WASHINGTON AVENUE,MANHATTAN,12 MANHATTAN,Precinct 33,10.0,05/04/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,1000721.0,247310.0,"306 FT WASHINGTON AVENUE, NEW YORK, NEW YORK","(40.845457, -73.939774)",40.845457,-73.939774
375,75,6863,305 EAST 76 STREET,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,04/28/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,996424.0,220255.0,"305 EAST 76 STREET, NEW YORK, NEW YORK","(40.77132599999999, -73.95576)",40.77132599999999,-73.95576
376,76,6888,304 WEST 21 STREET,MANHATTAN,04 MANHATTAN,Precinct 10,3.0,08/06/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,984268.0,210414.0,"304 WEST 21 STREET, NEW YORK, NEW YORK","(40.744044, -74.000067)",40.744044,-74.000067
377,77,6892,304 MULBERRY STREET,MANHATTAN,02 MANHATTAN,Precinct 9,1.0,01/16/2011 08:00:00 AM +0000,Open,Unspecified,,985726.0,203560.0,"304 MULBERRY STREET, NEW YORK, NEW YORK","(40.7254537, -73.9945335)",40.7254537,-73.9945335
378,78,6913,303 WEST 128 STREET,MANHATTAN,10 MANHATTAN,Precinct 32,9.0,07/20/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,998106.0,235183.0,"303 WEST 128 STREET, NEW YORK, NEW YORK","(40.812461, -73.95007199999999)",40.812461,-73.95007199999999
379,79,6982,301 WEST 115 STREET,MANHATTAN,10 MANHATTAN,Precinct 28,9.0,07/12/2011 07:00:00 AM +0000,Open,Unspecified,,996411.0,232142.0,"301 WEST 115 STREET, NEW YORK, NEW YORK","(40.8036315, -73.9559789)",40.8036315,-73.9559789
380,80,6983,301 WEST 112 STREET,MANHATTAN,10 MANHATTAN,Precinct 28,9.0,03/11/2011 08:00:00 AM +0000,Open,Graffiti Reported,,996030.0,231454.0,"301 WEST 112 STREET, NEW YORK, NEW YORK","(40.8019263, -73.9572931)",40.8019263,-73.9572931
381,81,7051,300 EAST 4 STREET,MANHATTAN,03 MANHATTAN,Precinct 9,2.0,08/08/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,989632.0,202485.0,"300 EAST 4 STREET, NEW YORK, NEW YORK","(40.7223723, -73.9805495)",40.7223723,-73.9805495
382,82,7077,2 WEST 18 STREET,MANHATTAN,05 MANHATTAN,Precinct 13,3.0,06/24/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,986388.0,208406.0,"2 WEST 18 STREET, NEW YORK, NEW YORK","(40.738492, -73.9918501)",40.738492,-73.9918501
383,83,7100,2 ELIZABETH STREET,MANHATTAN,03 MANHATTAN,Precinct 5,1.0,07/28/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,984915.0,199963.0,"2 ELIZABETH STREET, NEW YORK, NEW YORK","(40.7154151, -73.9975247)",40.7154151,-73.9975247
384,84,7110,29 WEST 27 STREET,MANHATTAN,05 MANHATTAN,Precinct 13,3.0,06/23/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,987212.0,210601.0,"29 WEST 27 STREET, NEW YORK, NEW YORK","(40.74494199999999, -73.989301)",40.74494199999999,-73.989301
385,85,7115,29 CLINTON STREET,MANHATTAN,03 MANHATTAN,Precinct 7,1.0,08/05/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,988584.0,201762.0,"29 CLINTON STREET, NEW YORK, NEW YORK","(40.7204992, -73.9844765)",40.7204992,-73.9844765
386,86,7117,29 AVENUE A,MANHATTAN,03 MANHATTAN,Precinct 9,2.0,04/19/2011 07:00:00 AM +0000,Open,Unspecified,,988229.0,202749.0,"29 AVENUE A, NEW YORK, NEW YORK","(40.7231993, -73.98574669999999)",40.7231993,-73.98574669999999
387,87,7254,28 WEST 130 STREET,MANHATTAN,10 MANHATTAN,Precinct 32,9.0,04/18/2011 07:00:00 AM +0000,Open,Unspecified,,1000577.0,234396.0,"28 WEST 130 STREET, NEW YORK, NEW YORK","(40.8099459, -73.941423)",40.8099459,-73.941423
388,88,7255,28 WEST 125 STREET,MANHATTAN,10 MANHATTAN,Precinct 28,9.0,05/13/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,999938.0,233242.0,"28 WEST 125 STREET, NEW YORK, NEW YORK","(40.806674, -73.943624)",40.806674,-73.943624
389,89,7307,286 WEST 127 STREET,MANHATTAN,10 MANHATTAN,Precinct 28,9.0,06/15/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,998210.0,234822.0,"286 WEST 127 STREET, NEW YORK, NEW YORK","(40.8113061, -73.9498473)",40.8113061,-73.9498473
390,90,7349,2847 8 AVENUE,MANHATTAN,10 MANHATTAN,Precinct 32,7.0,07/20/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1001183.0,240618.0,"2847 8 AVENUE, NEW YORK, NEW YORK","(40.8272059, -73.93909900000001)",40.8272059,-73.93909900000001
391,91,7371,283 7 AVENUE,MANHATTAN,05 MANHATTAN,Precinct 13,3.0,06/24/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,985861.0,211098.0,"283 7 AVENUE, NEW YORK, NEW YORK","(40.745995, -73.99385)",40.745995,-73.99385
392,92,7375,2833 ST NICHOLAS AVE,MANHATTAN,Unspecified MANHATTAN,Unspecified,,08/05/2011 07:00:00 AM +0000,Open,Unspecified,,,,"2833 ST NICHOLAS AVE, NEW YORK, NEW YORK","(40.85715990000001, -73.9282288)",40.85715990000001,-73.9282288
393,93,7387,282 EAST 7 STREET,MANHATTAN,03 MANHATTAN,Precinct 9,2.0,08/08/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,990560.0,202827.0,"282 EAST 7 STREET, NEW YORK, NEW YORK","(40.7231233, -73.9767801)",40.7231233,-73.9767801
394,94,7462,27 DESBROSSES STREET,MANHATTAN,01 MANHATTAN,Precinct 1,1.0,07/01/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,981455.0,202860.0,"27 DESBROSSES STREET, NEW YORK, NEW YORK","(40.7234067, -74.01009959999999)",40.7234067,-74.01009959999999
395,95,7466,279 WEST 11 STREET,MANHATTAN,02 MANHATTAN,Precinct 6,3.0,06/28/2011 07:00:00 AM +0000,Open,Unspecified,,982972.0,207436.0,"279 WEST 11 STREET, NEW YORK, NEW YORK","(40.7360394, -74.0046653)",40.7360394,-74.0046653
396,96,7469,279 MULBERRY STREET,MANHATTAN,02 MANHATTAN,Precinct 5,1.0,12/06/2010 08:00:00 AM +0000,Open,Unspecified,,985572.0,203170.0,"279 MULBERRY STREET, NEW YORK, NEW YORK","(40.7243143, -73.9952455)",40.7243143,-73.9952455
397,97,7503,275 WADSWORTH AVENUE,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,08/04/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,1002971.0,250211.0,"275 WADSWORTH AVENUE, NEW YORK, NEW YORK","(40.8535063, -73.93229099999999)",40.8535063,-73.93229099999999
398,98,7507,275 CONVENT AVENUE,MANHATTAN,09 MANHATTAN,Precinct 26,7.0,04/21/2011 07:00:00 AM +0000,Open,Unspecified,,998591.0,238742.0,"275 CONVENT AVENUE, NEW YORK, NEW YORK","(40.8220537, -73.94811)",40.8220537,-73.94811
399,99,7510,2758 BROADWAY,MANHATTAN,07 MANHATTAN,Precinct 24,8.0,07/07/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,993143.0,231186.0,"2758 BROADWAY, NEW YORK, NEW YORK","(40.800992, -73.967495)",40.800992,-73.967495
400,0,7527,273 WEST 138 STREET,MANHATTAN,10 MANHATTAN,Precinct 32,9.0,06/24/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,999567.0,237386.0,"273 WEST 138 STREET, NEW YORK, NEW YORK","(40.818517, -73.944782)",40.818517,-73.944782
401,1,7556,272 BLEECKER STREET,MANHATTAN,02 MANHATTAN,Precinct 6,3.0,06/28/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,983371.0,205783.0,"272 BLEECKER STREET, NEW YORK, NEW YORK","(40.7316006, -74.0033101)",40.7316006,-74.0033101
402,2,7630,26 JEFFERSON STREET,MANHATTAN,03 MANHATTAN,Precinct 7,1.0,08/04/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,987415.0,199166.0,"26 JEFFERSON STREET, NEW YORK, NEW YORK","(40.7133585, -73.98861339999999)",40.7133585,-73.98861339999999
403,3,7693,2658 BROADWAY,MANHATTAN,07 MANHATTAN,Precinct 24,8.0,07/07/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,992691.0,229917.0,"2658 BROADWAY, NEW YORK, NEW YORK","(40.79763519999999, -73.9693245)",40.79763519999999,-73.9693245
404,4,7705,264 WEST 125 STREET,MANHATTAN,10 MANHATTAN,Precinct 28,9.0,01/15/2011 08:00:00 AM +0000,Open,Unspecified,,998068.0,234279.0,"264 WEST 125 STREET, NEW YORK, NEW YORK","(40.80958649999999, -73.9506549)",40.80958649999999,-73.9506549
405,5,7710,264 MULBERRY STREET,MANHATTAN,Unspecified MANHATTAN,Unspecified,1.0,05/11/2011 07:00:00 AM +0000,Open,Unspecified,,985504.0,202975.0,"264 MULBERRY STREET, NEW YORK, NEW YORK","(40.7239479, -73.9953877)",40.7239479,-73.9953877
406,6,7760,261 WEST 39 STREET,MANHATTAN,05 MANHATTAN,Precinct 14,3.0,06/22/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,987028.0,214282.0,"261 WEST 39 STREET, NEW YORK, NEW YORK","(40.7550936, -73.9905793)",40.7550936,-73.9905793
407,7,7802,260 WEST 135 STREET,MANHATTAN,10 MANHATTAN,Precinct 32,9.0,07/20/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,999367.0,236574.0,"260 WEST 135 STREET, NEW YORK, NEW YORK","(40.815863, -73.94580599999999)",40.815863,-73.94580599999999
408,8,7803,260 WEST 106 STREET,MANHATTAN,07 MANHATTAN,Precinct 24,8.0,02/23/2011 08:00:00 AM +0000,Open,Unspecified,,993272.0,231158.0,"260 WEST 106 STREET, NEW YORK, NEW YORK","(40.8012569, -73.96768949999999)",40.8012569,-73.96768949999999
409,9,7845,25 EAST 1 STREET,MANHATTAN,03 MANHATTAN,Precinct 9,1.0,08/08/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,986759.0,203165.0,"25 EAST 1 STREET, NEW YORK, NEW YORK","(40.7242793, -73.9910853)",40.7242793,-73.9910853
410,10,7851,259 MOTT STREET,MANHATTAN,02 MANHATTAN,Precinct 5,1.0,12/20/2010 08:00:00 AM +0000,Open,Unspecified,,985728.0,202908.0,"259 MOTT STREET, NEW YORK, NEW YORK","(40.7234708, -73.9947418)",40.7234708,-73.9947418
411,11,7860,2594 7 AVENUE,MANHATTAN,10 MANHATTAN,Precinct 32,9.0,11/17/2010 08:00:00 AM +0000,Open,Unspecified,,1001705.0,239716.0,"2594 7 AVENUE, NEW YORK, NEW YORK","(40.8248318, -73.93704559999999)",40.8248318,-73.93704559999999
412,12,7872,258 WEST 117 STREET,MANHATTAN,10 MANHATTAN,Precinct 28,9.0,04/18/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,997020.0,232442.0,"258 WEST 117 STREET, NEW YORK, NEW YORK","(40.8045817, -73.9536628)",40.8045817,-73.9536628
413,13,7882,2580 7 AVENUE,MANHATTAN,10 MANHATTAN,Precinct 32,9.0,05/17/2011 07:00:00 AM +0000,Open,Unspecified,,1001639.0,239592.0,"2580 7 AVENUE, NEW YORK, NEW YORK","(40.8243723, -73.9374024)",40.8243723,-73.9374024
414,14,7887,257 CANAL STREET,MANHATTAN,02 MANHATTAN,Precinct 5,1.0,08/11/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,984026.0,201096.0,"257 CANAL STREET, NEW YORK, NEW YORK","(40.71884, -74.000668)",40.71884,-74.000668
415,15,7901,256 WEST 124 STREET,MANHATTAN,10 MANHATTAN,Precinct 28,9.0,01/08/2011 08:00:00 AM +0000,Open,Unspecified,,997973.0,234007.0,"256 WEST 124 STREET, NEW YORK, NEW YORK","(40.8091212, -73.9505345)",40.8091212,-73.9505345
416,16,7926,255 WEST 42 STREET,MANHATTAN,05 MANHATTAN,Precinct 14,3.0,08/09/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,987446.0,214957.0,"255 WEST 42 STREET, NEW YORK, NEW YORK","(40.7570402, -73.98930779999999)",40.7570402,-73.98930779999999
417,17,7946,2554 BROADWAY,MANHATTAN,07 MANHATTAN,Precinct 24,6.0,04/22/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,992025.0,228719.0,"2554 BROADWAY, NEW YORK, NEW YORK","(40.7943137, -73.9716973)",40.7943137,-73.9716973
418,18,7952,254 WEST 29 STREET,MANHATTAN,05 MANHATTAN,Precinct 10,3.0,06/22/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,985792.0,211971.0,"254 WEST 29 STREET, NEW YORK, NEW YORK","(40.7488267, -73.99539589999999)",40.7488267,-73.99539589999999
419,19,7957,2549 AMSTERDAM AVENUE,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,07/11/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1004054.0,249508.0,"2549 AMSTERDAM AVENUE, NEW YORK, NEW YORK","(40.8515138, -73.9284112)",40.8515138,-73.9284112
420,20,7977,253 WEST 28 STREET,MANHATTAN,05 MANHATTAN,Precinct 10,3.0,06/22/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,985682.0,211746.0,"253 WEST 28 STREET, NEW YORK, NEW YORK","(40.7437681, -73.984858)",40.7437681,-73.984858
421,21,7978,253 WEST 125 STREET,MANHATTAN,10 MANHATTAN,Precinct 28,9.0,03/10/2011 08:00:00 AM +0000,Open,Unspecified,,998136.0,234248.0,"253 WEST 125 STREET, NEW YORK, NEW YORK","(40.810232, -73.94983599999999)",40.810232,-73.94983599999999
422,22,8008,252 EAST 86 STREET,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,12/15/2010 08:00:00 AM +0000,Open,Unspecified,,997316.0,222844.0,"252 EAST 86 STREET, NEW YORK, NEW YORK","(40.7779905, -73.9520392)",40.7779905,-73.9520392
423,23,8052,250 WEST 86 STREET,MANHATTAN,07 MANHATTAN,Precinct 20,6.0,06/24/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,990598.0,226565.0,"250 WEST 86 STREET, NEW YORK, NEW YORK","(40.7884334, -73.97712899999999)",40.7884334,-73.97712899999999
424,24,8055,250 WEST 155 STREET,MANHATTAN,10 MANHATTAN,Precinct 32,9.0,07/20/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,1001894.0,241212.0,"250 WEST 155 STREET, NEW YORK, NEW YORK","(40.8284785, -73.9356565)",40.8284785,-73.9356565
425,25,8057,250 WEST 106 STREET,MANHATTAN,07 MANHATTAN,Precinct 24,8.0,06/09/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,993336.0,231123.0,"250 WEST 106 STREET, NEW YORK, NEW YORK","(40.8010881, -73.9673803)",40.8010881,-73.9673803
426,26,8061,250 SHERMAN AVENUE,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,05/11/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,1006616.0,254840.0,"250 SHERMAN AVENUE, NEW YORK, NEW YORK","(40.866193, -73.9190948)",40.866193,-73.9190948
427,27,8070,250 EAST 124 STREET,MANHATTAN,11 MANHATTAN,Precinct 25,8.0,03/16/2011 07:00:00 AM +0000,Open,Unspecified,,1002197.0,231669.0,"250 EAST 124 STREET, NEW YORK, NEW YORK","(40.802256, -73.9344917)",40.802256,-73.9344917
428,28,8073,250 BRADHURST AVENUE,MANHATTAN,10 MANHATTAN,Unspecified,7.0,07/14/2011 07:00:00 AM +0000,Open,Mail returned / wrong address,,1001197.0,241465.0,"250 BRADHURST AVENUE, NEW YORK, NEW YORK","(40.829315, -73.938395)",40.829315,-73.938395
429,29,8121,24 A AVENUE,MANHATTAN,03 MANHATTAN,Precinct 9,2.0,07/08/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,988221.0,202723.0,"24 A AVENUE, NEW YORK, NEW YORK","(40.6793358, -73.94685059999999)",40.6793358,-73.94685059999999
430,30,8122,249 WEST 29 STREET,MANHATTAN,05 MANHATTAN,Precinct 14,3.0,07/25/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,985829.0,211958.0,"249 WEST 29 STREET, NEW YORK, NEW YORK","(40.748916, -73.994827)",40.748916,-73.994827
431,31,8133,249A WEST 29 STREET,MANHATTAN,05 MANHATTAN,Precinct 14,3.0,07/24/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,985829.0,211958.0,"249A WEST 29 STREET, NEW YORK, NEW YORK","(40.748916, -73.994827)",40.748916,-73.994827
432,32,8168,247 AUDUBON AVENUE,MANHATTAN,12 MANHATTAN,Precinct 33,10.0,05/04/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1002497.0,247642.0,"247 AUDUBON AVENUE, NEW YORK, NEW YORK","(40.84632879999999, -73.93381389999999)",40.84632879999999,-73.93381389999999
433,33,8172,2473 7 AVENUE,MANHATTAN,10 MANHATTAN,Precinct 32,9.0,12/13/2010 08:00:00 AM +0000,Open,Unspecified,,1000934.0,238299.0,"2473 7 AVENUE, NEW YORK, NEW YORK","(40.8207377, -73.9396039)",40.8207377,-73.9396039
434,34,8229,244 ELIZABETH STREET,MANHATTAN,02 MANHATTAN,Precinct 5,1.0,07/22/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,985953.0,202839.0,"244 ELIZABETH STREET, NEW YORK, NEW YORK","(40.7233949, -73.993624)",40.7233949,-73.993624
435,35,8278,242 EAST 33 STREET,MANHATTAN,06 MANHATTAN,Precinct 17,2.0,06/28/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,990458.0,210561.0,"242 EAST 33 STREET, NEW YORK, NEW YORK","(40.744193, -73.97714599999999)",40.744193,-73.97714599999999
436,36,8330,2415 E.124 ST,MANHATTAN,Unspecified MANHATTAN,Unspecified,,02/18/2011 08:00:00 AM +0000,Open,Unspecified,,,,"2415 E.124 ST, NEW YORK, NEW YORK","(40.8021486, -73.9344349)",40.8021486,-73.9344349
437,37,8332,2415 2 AVENUE,MANHATTAN,11 MANHATTAN,Precinct 25,8.0,02/15/2011 08:00:00 AM +0000,Open,Unspecified,,1002486.0,231467.0,"2415 2 AVENUE, NEW YORK, NEW YORK","(40.802097, -73.93444699999999)",40.802097,-73.93444699999999
438,38,8357,240 EAST 33 STREET,MANHATTAN,06 MANHATTAN,Precinct 17,2.0,06/28/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,990449.0,210566.0,"240 EAST 33 STREET, NEW YORK, NEW YORK","(40.7442179, -73.977205)",40.7442179,-73.977205
439,39,8360,240 CENTRE STREET,MANHATTAN,02 MANHATTAN,Precinct 5,1.0,03/25/2011 07:00:00 AM +0000,Open,Unspecified,,984747.0,201649.0,"240 CENTRE STREET, NEW YORK, NEW YORK","(40.7202683, -73.9980702)",40.7202683,-73.9980702
440,40,8368,2407 8 AVENUE,MANHATTAN,10 MANHATTAN,Precinct 32,9.0,11/13/2010 08:00:00 AM +0000,Open,Unspecified,,998255.0,235332.0,"2407 8 AVENUE, NEW YORK, NEW YORK","(40.8127246, -73.9496551)",40.8127246,-73.9496551
441,41,8372,2405 AMSTERDAM AVENUE,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,01/06/2011 08:00:00 AM +0000,Open,Unspecified,,1003215.0,247991.0,"2405 AMSTERDAM AVENUE, NEW YORK, NEW YORK","(40.8471455, -73.9313877)",40.8471455,-73.9313877
442,42,8399,23 WEST 125 STREET,MANHATTAN,10 MANHATTAN,Precinct 28,9.0,05/13/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,999969.0,233231.0,"23 WEST 125 STREET, NEW YORK, NEW YORK","(40.8069391, -73.94343409999999)",40.8069391,-73.94343409999999
443,43,8404,23 PELL STREET,MANHATTAN,03 MANHATTAN,Precinct 5,1.0,08/07/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,984752.0,199715.0,"23 PELL STREET, NEW YORK, NEW YORK","(40.714746, -73.99827900000001)",40.714746,-73.99827900000001
444,44,8487,2366 5 AVENUE,MANHATTAN,Unspecified MANHATTAN,Unspecified,9.0,05/13/2011 07:00:00 AM +0000,Open,Unspecified,,1002424.0,237081.0,"2366 5 AVENUE, NEW YORK, NEW YORK","(40.8174025, -73.9343165)",40.8174025,-73.9343165
445,45,8502,2360 AMSTERDAM AVENUE,MANHATTAN,12 MANHATTAN,Precinct 33,10.0,11/10/2010 08:00:00 AM +0000,Open,Unspecified,,1002867.0,247373.0,"2360 AMSTERDAM AVENUE, NEW YORK, NEW YORK","(40.8457573, -73.9328417)",40.8457573,-73.9328417
446,46,8505,235 WEST 125 STREET,MANHATTAN,10 MANHATTAN,Precinct 28,9.0,07/20/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,998234.0,234193.0,"235 WEST 125 STREET, NEW YORK, NEW YORK","(40.8095833, -73.94971389999999)",40.8095833,-73.94971389999999
447,47,8575,2333 BROADWAY,MANHATTAN,07 MANHATTAN,Precinct 20,6.0,07/30/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,990548.0,226164.0,"2333 BROADWAY, NEW YORK, NEW YORK","(40.78763, -73.977599)",40.78763,-73.977599
448,48,8592,232 WEST 116 STREET,MANHATTAN,10 MANHATTAN,Precinct 28,9.0,07/20/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,997077.0,232087.0,"232 WEST 116 STREET, NEW YORK, NEW YORK","(40.8036079, -73.9542)",40.8036079,-73.9542
449,49,8631,2319 3 AVENUE,MANHATTAN,11 MANHATTAN,Precinct 25,8.0,07/21/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1002137.0,232299.0,"2319 3 AVENUE, NEW YORK, NEW YORK","(40.8043331, -73.93533769999999)",40.8043331,-73.93533769999999
450,50,8698,22 PELL STREET,MANHATTAN,03 MANHATTAN,Precinct 5,1.0,08/07/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,984757.0,199719.0,"22 PELL STREET, NEW YORK, NEW YORK","(40.7148636, -73.99824)",40.7148636,-73.99824
451,51,8702,22 EAST 36 STREET,MANHATTAN,06 MANHATTAN,Precinct 17,3.0,08/18/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,989293.0,212138.0,"22 EAST 36 STREET, NEW YORK, NEW YORK","(40.7489182, -73.9817501)",40.7489182,-73.9817501
452,52,8705,229 WEST 28 STREET,MANHATTAN,05 MANHATTAN,Precinct 10,3.0,06/22/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,985816.0,211671.0,"229 WEST 28 STREET, NEW YORK, NEW YORK","(40.7478186, -73.9947352)",40.7478186,-73.9947352
453,53,8735,228 NAGLE AVENUE,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,07/14/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1005832.0,253561.0,"228 NAGLE AVENUE, NEW YORK, NEW YORK","(40.863011, -73.922005)",40.863011,-73.922005
454,54,8738,228 EAST 80 STREET,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,06/04/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,996432.0,221498.0,"228 EAST 80 STREET, NEW YORK, NEW YORK","(40.774227, -73.95564999999999)",40.774227,-73.95564999999999
455,55,8751,2284 12 AVENUE,MANHATTAN,09 MANHATTAN,Precinct 26,7.0,07/15/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,995208.0,237353.0,"2284 12 AVENUE, NEW YORK, NEW YORK","(40.8185482, -73.96042419999999)",40.8185482,-73.96042419999999
456,56,8808,225 WEST 115 STREET,MANHATTAN,10 MANHATTAN,Precinct 28,9.0,04/18/2011 07:00:00 AM +0000,Open,Unspecified,,996991.0,231817.0,"225 WEST 115 STREET, NEW YORK, NEW YORK","(40.803323, -73.95429299999999)",40.803323,-73.95429299999999
457,57,8813,225 EAST HOUSTON STREET,MANHATTAN,03 MANHATTAN,Precinct 7,1.0,08/01/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,987999.0,202424.0,"225 EAST HOUSTON STREET, NEW YORK, NEW YORK","(40.7221254, -73.9866184)",40.7221254,-73.9866184
458,58,8937,2224 AMSTERDAM AVENUE,MANHATTAN,12 MANHATTAN,Precinct 33,10.0,05/04/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1001998.0,245806.0,"2224 AMSTERDAM AVENUE, NEW YORK, NEW YORK","(40.841475, -73.936144)",40.841475,-73.936144
459,59,8970,2212 BROADWAY,MANHATTAN,07 MANHATTAN,Precinct 20,6.0,06/24/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,989746.0,224762.0,"2212 BROADWAY, NEW YORK, NEW YORK","(40.7783011, -73.9818248)",40.7783011,-73.9818248
460,60,9008,2200 3 AVENUE,MANHATTAN,11 MANHATTAN,Precinct 25,8.0,06/04/2011 07:00:00 AM +0000,Open,Unspecified,,1001391.0,230966.0,"2200 3 AVENUE, NEW YORK, NEW YORK","(40.8005447, -73.9381417)",40.8005447,-73.9381417
461,61,9018,21 LENOX AVENUE,MANHATTAN,10 MANHATTAN,Precinct 28,9.0,04/14/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,997568.0,230379.0,"21 LENOX AVENUE, NEW YORK, NEW YORK","(40.7990105, -73.9522064)",40.7990105,-73.9522064
462,62,9019,21 JUMEL PLACE,MANHATTAN,12 MANHATTAN,Precinct 33,7.0,05/04/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,1001915.0,245065.0,"21 JUMEL PLACE, NEW YORK, NEW YORK","(40.839443, -73.93593419999999)",40.839443,-73.93593419999999
463,63,9048,2197 BROADWAY,MANHATTAN,07 MANHATTAN,Precinct 20,6.0,08/11/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,989634.0,224548.0,"2197 BROADWAY, NEW YORK, NEW YORK","(40.7783011, -73.9818248)",40.7783011,-73.9818248
464,64,9065,218 LAFAYETTE STREET,MANHATTAN,02 MANHATTAN,Precinct 5,1.0,06/29/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,984951.0,202291.0,"218 LAFAYETTE STREET, NEW YORK, NEW YORK","(40.721993, -73.997789)",40.721993,-73.997789
